"Club_A","Club_B","Result_A","Result_B","Winner","Elo_A","Elo_B","Round","Stage","Penalty","seed"
"Leverkusen","Monaco",3,5,"Monaco",1848.78601074,1762.12561035,1,"Knockout","",35
"Atalanta","Zenit",6,2,"Atalanta",1842.22375488,1654.94470215,1,"Knockout","",35
"Roma","Benfica",3,5,"Benfica",1819.65991211,1791.48046875,1,"Knockout","",35
"Dortmund","Brugge",4,1,"Dortmund",1818.35009766,1747.07775879,1,"Knockout","",35
"Juventus","Betis",1,1.2,"Betis",1805.84667969,1742.14355469,1,"Knockout","Penalty",35
"Forest","FC Kobenhavn",5,3,"Forest",1802.86816406,1621.64001465,1,"Knockout","",35
"PSV","Nice",6,1,"PSV",1797.03527832,1720.62438965,1,"Knockout","",35
"Forest","Aston Villa",3,2,"Forest",1802.86816406,1872.83935547,2,"Knockout","",35
"Real Madrid","Betis",3,1,"Real Madrid",1936.12731934,1742.14355469,2,"Knockout","",35
"Paris SG","Feyenoord",4,2,"Paris SG",1974.93762207,1738.36352539,2,"Knockout","",35
"Dortmund","Atalanta",0,4,"Atalanta",1818.35009766,1842.22375488,2,"Knockout","",35
"Liverpool","Bayern",2,3,"Bayern",1993.41796875,1918.99780273,2,"Knockout","",35
"Celtic","Inter",0,2,"Inter",1662.38671875,1933.2421875,2,"Knockout","",35
"Sporting","Benfica",1,2,"Benfica",1788.60021973,1791.48046875,2,"Knockout","",35
"Monaco","PSV",1,5,"PSV",1762.12561035,1797.03527832,2,"Knockout","",35
"Paris SG","Bayern",4,2,"Paris SG",1974.93762207,1918.99780273,3,"Knockout","",35
"Forest","PSV",2,3,"PSV",1802.86816406,1797.03527832,3,"Knockout","",35
"Benfica","Inter",3,7,"Inter",1791.48046875,1933.2421875,3,"Knockout","",35
"Real Madrid","Atalanta",3,2,"Real Madrid",1936.12731934,1842.22375488,3,"Knockout","",35
"Real Madrid","Inter",3,3.2,"Inter",1936.12731934,1933.2421875,4,"Knockout","Penalty",35
"Paris SG","PSV",4,3,"Paris SG",1974.93762207,1797.03527832,4,"Knockout","",35
"Paris SG","Inter",2,3,"Inter",1974.93762207,1933.2421875,5,"Knockout","",35
"Liverpool","Crvena Zvezda",6,0,"Liverpool",1993.41796875,1580.66638184,1,"Knockout","",36
"Arsenal","St Gillis",4,1,"Arsenal",1993.3404541,1730.55700684,1,"Knockout","",36
"Paris SG","Puskas Akademia",5,1,"Paris SG",1974.93762207,1423.1427002,1,"Knockout","",36
"Man City","Shakhtar",6,0,"Man City",1959.94421387,1531.97888184,1,"Knockout","",36
"Barcelona","Sporting",3,3.2,"Sporting",1945.43041992,1788.60021973,1,"Knockout","Penalty",36
"Real Madrid","Fenerbahce",4,1,"Real Madrid",1936.12731934,1673.91918945,1,"Knockout","",36
"Inter","Milan",0.2,0,"Inter",1933.2421875,1786.90795898,1,"Knockout","Penalty",36
"Bayern","Celtic",4,3,"Bayern",1918.99780273,1662.38671875,1,"Knockout","",36
"Chelsea","Bodoe Glimt",7,2,"Chelsea",1902.8013916,1616.89807129,1,"Knockout","",36
"Atletico","Lyon",3,2,"Atletico",1855.34960938,1744.62866211,1,"Knockout","",36
"Leverkusen","Lille",2,3,"Lille",1848.78601074,1782.04833984,1,"Knockout","",36
"Atalanta","Ajax",4,1,"Atalanta",1842.22375488,1663.94873047,1,"Knockout","",36
"Dortmund","Brugge",4,0,"Dortmund",1818.35009766,1747.07775879,1,"Knockout","",36
"Juventus","Steaua",4,2,"Juventus",1805.84667969,1555.09423828,1,"Knockout","",36
"PSV","Mainz",2,3,"Mainz",1797.03527832,1706.18273926,1,"Knockout","",36
"Benfica","Bilbao",4,1,"Benfica",1791.48046875,1789.30895996,1,"Knockout","",36
"Paris SG","Liverpool",2,3,"Liverpool",1974.93762207,1993.41796875,2,"Knockout","",36
"Man City","Atletico",3,0,"Man City",1959.94421387,1855.34960938,2,"Knockout","",36
"Arsenal","Bayern",2,1,"Arsenal",1993.3404541,1918.99780273,2,"Knockout","",36
"Chelsea","Juventus",5,0,"Chelsea",1902.8013916,1805.84667969,2,"Knockout","",36
"Atalanta","Real Madrid",5,1,"Atalanta",1842.22375488,1936.12731934,2,"Knockout","",36
"Mainz","Lille",5,1,"Mainz",1706.18273926,1782.04833984,2,"Knockout","",36
"Benfica","Inter",1,2,"Inter",1791.48046875,1933.2421875,2,"Knockout","",36
"Sporting","Dortmund",4,2,"Sporting",1788.60021973,1818.35009766,2,"Knockout","",36
"Man City","Atalanta",4,3,"Man City",1959.94421387,1842.22375488,3,"Knockout","",36
"Chelsea","Liverpool",0,0.2,"Liverpool",1902.8013916,1993.41796875,3,"Knockout","Penalty",36
"Inter","Arsenal",1,4,"Arsenal",1933.2421875,1993.3404541,3,"Knockout","",36
"Mainz","Sporting",4,6,"Sporting",1706.18273926,1788.60021973,3,"Knockout","",36
"Man City","Arsenal",2,3,"Arsenal",1959.94421387,1993.3404541,4,"Knockout","",36
"Sporting","Liverpool",3,4,"Liverpool",1788.60021973,1993.41796875,4,"Knockout","",36
"Arsenal","Liverpool",5,0,"Arsenal",1993.3404541,1993.41796875,5,"Knockout","",36
"Liverpool","Zenit",7,1,"Liverpool",1993.41796875,1654.94470215,1,"Knockout","",37
"Arsenal","Strasbourg",3,2,"Arsenal",1993.3404541,1707.00744629,1,"Knockout","",37
"Paris SG","Auxerre",2,1,"Paris SG",1974.93762207,1629.10119629,1,"Knockout","",37
"Man City","Celtic",5,2,"Man City",1959.94421387,1662.38671875,1,"Knockout","",37
"Barcelona","Porto",4,2,"Barcelona",1945.43041992,1678.19543457,1,"Knockout","",37
"Real Madrid","Frankfurt",4,2,"Real Madrid",1936.12731934,1745.75793457,1,"Knockout","",37
"Inter","AEK",7,0,"Inter",1933.2421875,1516.50268555,1,"Knockout","",37
"Bayern","FC Kobenhavn",6,0,"Bayern",1918.99780273,1621.64001465,1,"Knockout","",37
"Chelsea","Dynamo Kyiv",4,0,"Chelsea",1902.8013916,1507.01538086,1,"Knockout","",37
"Atletico","Sporting",4.2,4,"Atletico",1855.34960938,1788.60021973,1,"Knockout","Penalty",37
"Leverkusen","Villarreal",3,2,"Leverkusen",1848.78601074,1785.54626465,1,"Knockout","",37
"Atalanta","Feyenoord",2,1,"Atalanta",1842.22375488,1738.36352539,1,"Knockout","",37
"Napoli","Brugge",0,4,"Brugge",1838.37182617,1747.07775879,1,"Knockout","",37
"Roma","Steaua",1,2,"Steaua",1819.65991211,1555.09423828,1,"Knockout","",37
"Dortmund","St Gillis",1,4,"St Gillis",1818.35009766,1730.55700684,1,"Knockout","",37
"PSV","Fenerbahce",4,1,"PSV",1797.03527832,1673.91918945,1,"Knockout","",37
"St Gillis","Atletico",3,2,"St Gillis",1730.55700684,1855.34960938,2,"Knockout","",37
"Chelsea","Inter",4,2,"Chelsea",1902.8013916,1933.2421875,2,"Knockout","",37
"Steaua","Barcelona",3,6,"Barcelona",1555.09423828,1945.43041992,2,"Knockout","",37
"PSV","Real Madrid",3,3.2,"Real Madrid",1797.03527832,1936.12731934,2,"Knockout","Penalty",37
"Liverpool","Paris SG",3,1,"Liverpool",1993.41796875,1974.93762207,2,"Knockout","",37
"Bayern","Brugge",4,2,"Bayern",1918.99780273,1747.07775879,2,"Knockout","",37
"Atalanta","Arsenal",1,5,"Arsenal",1842.22375488,1993.3404541,2,"Knockout","",37
"Leverkusen","Man City",2,7,"Man City",1848.78601074,1959.94421387,2,"Knockout","",37
"Arsenal","Chelsea",7,3,"Arsenal",1993.3404541,1902.8013916,3,"Knockout","",37
"Barcelona","Real Madrid",3,5,"Real Madrid",1945.43041992,1936.12731934,3,"Knockout","",37
"St Gillis","Liverpool",2,3,"Liverpool",1730.55700684,1993.41796875,3,"Knockout","",37
"Man City","Bayern",6,2,"Man City",1959.94421387,1918.99780273,3,"Knockout","",37
"Man City","Liverpool",4,3,"Man City",1959.94421387,1993.41796875,4,"Knockout","",37
"Real Madrid","Arsenal",3,2,"Real Madrid",1936.12731934,1993.3404541,4,"Knockout","",37
"Real Madrid","Man City",3,6,"Man City",1936.12731934,1959.94421387,5,"Knockout","",37
"Liverpool","Stuttgart",5,2,"Liverpool",1993.41796875,1719.31469727,1,"Knockout","",38
"Arsenal","Betis",0,2,"Betis",1993.3404541,1742.14355469,1,"Knockout","",38
"Paris SG","Genk",5,1,"Paris SG",1974.93762207,1634.98864746,1,"Knockout","",38
"Man City","Bodoe Glimt",3,0,"Man City",1959.94421387,1616.89807129,1,"Knockout","",38
"Barcelona","Slavia Praha",5,3,"Barcelona",1945.43041992,1694.71618652,1,"Knockout","",38
"Real Madrid","Frankfurt",6,2,"Real Madrid",1936.12731934,1745.75793457,1,"Knockout","",38
"Inter","Omonia",5,0,"Inter",1933.2421875,1421.9876709,1,"Knockout","",38
"Bayern","Brest",4,1,"Bayern",1918.99780273,1679.1048584,1,"Knockout","",38
"Atletico","Steaua",7,5,"Atletico",1855.34960938,1555.09423828,1,"Knockout","",38
"Leverkusen","Shakhtar",3,2,"Leverkusen",1848.78601074,1531.97888184,1,"Knockout","",38
"Napoli","Feyenoord",2,3,"Feyenoord",1838.37182617,1738.36352539,1,"Knockout","",38
"Crystal Palace","Porto",5,2,"Crystal Palace",1835.04040527,1678.19543457,1,"Knockout","",38
"Juventus","Celtic",4,3,"Juventus",1805.84667969,1662.38671875,1,"Knockout","",38
"PSV","Pogon",6,1,"PSV",1797.03527832,1482.17431641,1,"Knockout","",38
"Benfica","Lyon",3,4,"Lyon",1791.48046875,1744.62866211,1,"Knockout","",38
"Milan","Brugge",3,5,"Brugge",1786.90795898,1747.07775879,1,"Knockout","",38
"PSV","Inter",2,5,"Inter",1797.03527832,1933.2421875,2,"Knockout","",38
"Crystal Palace","Barcelona",1,0,"Crystal Palace",1835.04040527,1945.43041992,2,"Knockout","",38
"Feyenoord","Paris SG",2,1,"Feyenoord",1738.36352539,1974.93762207,2,"Knockout","",38
"Betis","Brugge",2,3,"Brugge",1742.14355469,1747.07775879,2,"Knockout","",38
"Juventus","Liverpool",1.2,1,"Juventus",1805.84667969,1993.41796875,2,"Knockout","Penalty",38
"Atletico","Real Madrid",5,3,"Atletico",1855.34960938,1936.12731934,2,"Knockout","",38
"Lyon","Man City",2,4,"Man City",1744.62866211,1959.94421387,2,"Knockout","",38
"Bayern","Leverkusen",4,2,"Bayern",1918.99780273,1848.78601074,2,"Knockout","",38
"Crystal Palace","Brugge",4,6,"Brugge",1835.04040527,1747.07775879,3,"Knockout","",38
"Inter","Atletico",3,4,"Atletico",1933.2421875,1855.34960938,3,"Knockout","",38
"Juventus","Feyenoord",4,0,"Juventus",1805.84667969,1738.36352539,3,"Knockout","",38
"Bayern","Man City",3,5,"Man City",1918.99780273,1959.94421387,3,"Knockout","",38
"Juventus","Brugge",1,2,"Brugge",1805.84667969,1747.07775879,4,"Knockout","",38
"Man City","Atletico",3.2,3,"Man City",1959.94421387,1855.34960938,4,"Knockout","Penalty",38
"Man City","Brugge",3,1,"Man City",1959.94421387,1747.07775879,5,"Knockout","",38
"Liverpool","Mainz",2,5,"Mainz",1993.41796875,1706.18273926,1,"Knockout","",39
"Arsenal","Ajax",5,2,"Arsenal",1993.3404541,1663.94873047,1,"Knockout","",39
"Paris SG","Karabakh Agdam",6,0,"Paris SG",1974.93762207,1500.27087402,1,"Knockout","",39
"Man City","Olympiakos",6,6.2,"Olympiakos",1959.94421387,1670.36560059,1,"Knockout","Penalty",39
"Barcelona","Malmoe",4,1,"Barcelona",1945.43041992,1521.03540039,1,"Knockout","",39
"Real Madrid","Genk",6,3,"Real Madrid",1936.12731934,1634.98864746,1,"Knockout","",39
"Inter","Sporting",3,0,"Inter",1933.2421875,1788.60021973,1,"Knockout","",39
"Bayern","Lille",4,1,"Bayern",1918.99780273,1782.04833984,1,"Knockout","",39
"Atletico","Crvena Zvezda",3,4,"Crvena Zvezda",1855.34960938,1580.66638184,1,"Knockout","",39
"Leverkusen","Marseille",3,1,"Leverkusen",1848.78601074,1756.52758789,1,"Knockout","",39
"Napoli","Milan",6,2,"Napoli",1838.37182617,1786.90795898,1,"Knockout","",39
"Roma","Brugge",3,3.2,"Brugge",1819.65991211,1747.07775879,1,"Knockout","Penalty",39
"Dortmund","Basel",4,2,"Dortmund",1818.35009766,1523.00378418,1,"Knockout","",39
"Bournemouth","Slavia Praha",3,0,"Bournemouth",1808.09545898,1694.71618652,1,"Knockout","",39
"PSV","Rijeka",6,2,"PSV",1797.03527832,1442.31982422,1,"Knockout","",39
"Benfica","Villarreal",4,5,"Villarreal",1791.48046875,1785.54626465,1,"Knockout","",39
"Leverkusen","Brugge",3,7,"Brugge",1848.78601074,1747.07775879,2,"Knockout","",39
"Villarreal","Paris SG",3,5,"Paris SG",1785.54626465,1974.93762207,2,"Knockout","",39
"PSV","Arsenal",2,4,"Arsenal",1797.03527832,1993.3404541,2,"Knockout","",39
"Mainz","Napoli",1,3,"Napoli",1706.18273926,1838.37182617,2,"Knockout","",39
"Barcelona","Bayern",5,6,"Bayern",1945.43041992,1918.99780273,2,"Knockout","",39
"Bournemouth","Real Madrid",4,2,"Bournemouth",1808.09545898,1936.12731934,2,"Knockout","",39
"Dortmund","Crvena Zvezda",6,2,"Dortmund",1818.35009766,1580.66638184,2,"Knockout","",39
"Olympiakos","Inter",0,6,"Inter",1670.36560059,1933.2421875,2,"Knockout","",39
"Paris SG","Arsenal",2,3,"Arsenal",1974.93762207,1993.3404541,3,"Knockout","",39
"Bournemouth","Brugge",2,1,"Bournemouth",1808.09545898,1747.07775879,3,"Knockout","",39
"Inter","Bayern",2,1,"Inter",1933.2421875,1918.99780273,3,"Knockout","",39
"Napoli","Dortmund",2,2.2,"Dortmund",1838.37182617,1818.35009766,3,"Knockout","Penalty",39
"Inter","Arsenal",4,3,"Inter",1933.2421875,1993.3404541,4,"Knockout","",39
"Dortmund","Bournemouth",3,4,"Bournemouth",1818.35009766,1808.09545898,4,"Knockout","",39
"Inter","Bournemouth",2,0,"Inter",1933.2421875,1808.09545898,5,"Knockout","",39
"Liverpool","Sporting",5,5.2,"Sporting",1993.41796875,1788.60021973,1,"Knockout","Penalty",40
"Arsenal","Shakhtar",7,0,"Arsenal",1993.3404541,1531.97888184,1,"Knockout","",40
"Paris SG","Feyenoord",3,2,"Paris SG",1974.93762207,1738.36352539,1,"Knockout","",40
"Man City","Brugge",2,0,"Man City",1959.94421387,1747.07775879,1,"Knockout","",40
"Barcelona","Paphos",6,0,"Barcelona",1945.43041992,1445.92211914,1,"Knockout","",40
"Real Madrid","Toulouse",3,1,"Real Madrid",1936.12731934,1653.90771484,1,"Knockout","",40
"Inter","Villarreal",6,3,"Inter",1933.2421875,1785.54626465,1,"Knockout","",40
"Bayern","AIK",4,0,"Bayern",1918.99780273,1477.94763184,1,"Knockout","",40
"Chelsea","Strasbourg",3,1,"Chelsea",1902.8013916,1707.00744629,1,"Knockout","",40
"Atletico","Razgrad",4,2,"Atletico",1855.34960938,1472.64929199,1,"Knockout","",40
"Leverkusen","Benfica",4,3,"Leverkusen",1848.78601074,1791.48046875,1,"Knockout","",40
"Atalanta","Zenit",4,0,"Atalanta",1842.22375488,1654.94470215,1,"Knockout","",40
"Napoli","Stuttgart",3,5,"Stuttgart",1838.37182617,1719.31469727,1,"Knockout","",40
"Roma","Nordsjaelland",6,1,"Roma",1819.65991211,1515.36816406,1,"Knockout","",40
"Dortmund","Salzburg",2.2,2,"Dortmund",1818.35009766,1558.85534668,1,"Knockout","Penalty",40
"PSV","St Gillis",2.2,2,"PSV",1797.03527832,1730.55700684,1,"Knockout","Penalty",40
"Arsenal","Roma",2.2,2,"Arsenal",1993.3404541,1819.65991211,2,"Knockout","Penalty",40
"Leverkusen","Chelsea",4,4.2,"Chelsea",1848.78601074,1902.8013916,2,"Knockout","Penalty",40
"Barcelona","Dortmund",2,6,"Dortmund",1945.43041992,1818.35009766,2,"Knockout","",40
"Man City","Paris SG",0,1,"Paris SG",1959.94421387,1974.93762207,2,"Knockout","",40
"Sporting","PSV",3,5,"PSV",1788.60021973,1797.03527832,2,"Knockout","",40
"Atletico","Stuttgart",4,3,"Atletico",1855.34960938,1719.31469727,2,"Knockout","",40
"Real Madrid","Bayern",1.2,1,"Real Madrid",1936.12731934,1918.99780273,2,"Knockout","Penalty",40
"Inter","Atalanta",2.2,2,"Inter",1933.2421875,1842.22375488,2,"Knockout","Penalty",40
"Arsenal","Inter",3,2,"Arsenal",1993.3404541,1933.2421875,3,"Knockout","",40
"Chelsea","Dortmund",6,1,"Chelsea",1902.8013916,1818.35009766,3,"Knockout","",40
"Paris SG","Real Madrid",3.2,3,"Paris SG",1974.93762207,1936.12731934,3,"Knockout","Penalty",40
"Atletico","PSV",5,0,"Atletico",1855.34960938,1797.03527832,3,"Knockout","",40
"Atletico","Paris SG",3,4,"Paris SG",1855.34960938,1974.93762207,4,"Knockout","",40
"Arsenal","Chelsea",2,1,"Arsenal",1993.3404541,1902.8013916,4,"Knockout","",40
"Paris SG","Arsenal",8,3,"Paris SG",1974.93762207,1993.3404541,5,"Knockout","",40
"Liverpool","St Gillis",6,4,"Liverpool",1993.41796875,1730.55700684,1,"Knockout","",41
"Arsenal","Brugge",3,2,"Arsenal",1993.3404541,1747.07775879,1,"Knockout","",41
"Paris SG","Aarhus",6,0,"Paris SG",1974.93762207,1449.50964355,1,"Knockout","",41
"Man City","Sporting",3,3.2,"Sporting",1959.94421387,1788.60021973,1,"Knockout","Penalty",41
"Barcelona","Lille",5,1,"Barcelona",1945.43041992,1782.04833984,1,"Knockout","",41
"Real Madrid","Young Boys",8,0,"Real Madrid",1936.12731934,1498.67150879,1,"Knockout","",41
"Inter","Paphos",7,0,"Inter",1933.2421875,1445.92211914,1,"Knockout","",41
"Bayern","Fenerbahce",8,2,"Bayern",1918.99780273,1673.91918945,1,"Knockout","",41
"Chelsea","Villarreal",3,4,"Villarreal",1902.8013916,1785.54626465,1,"Knockout","",41
"Atletico","Razgrad",5,1,"Atletico",1855.34960938,1472.64929199,1,"Knockout","",41
"Leverkusen","Werder",3,5,"Werder",1848.78601074,1677.4543457,1,"Knockout","",41
"Atalanta","Feyenoord",2,1,"Atalanta",1842.22375488,1738.36352539,1,"Knockout","",41
"Napoli","Celtic",2,5,"Celtic",1838.37182617,1662.38671875,1,"Knockout","",41
"Roma","Benfica",1,2,"Benfica",1819.65991211,1791.48046875,1,"Knockout","",41
"Dortmund","Rijeka",4,0,"Dortmund",1818.35009766,1442.31982422,1,"Knockout","",41
"PSV","Lyon",1,4,"Lyon",1797.03527832,1744.62866211,1,"Knockout","",41
"Inter","Villarreal",0,3,"Villarreal",1933.2421875,1785.54626465,2,"Knockout","",41
"Real Madrid","Sporting",6,4,"Real Madrid",1936.12731934,1788.60021973,2,"Knockout","",41
"Celtic","Lyon",2.2,2,"Celtic",1662.38671875,1744.62866211,2,"Knockout","Penalty",41
"Liverpool","Bayern",3,4,"Bayern",1993.41796875,1918.99780273,2,"Knockout","",41
"Atalanta","Benfica",6,4,"Atalanta",1842.22375488,1791.48046875,2,"Knockout","",41
"Atletico","Barcelona",3,1,"Atletico",1855.34960938,1945.43041992,2,"Knockout","",41
"Paris SG","Werder",1,2,"Werder",1974.93762207,1677.4543457,2,"Knockout","",41
"Arsenal","Dortmund",3,3.2,"Dortmund",1993.3404541,1818.35009766,2,"Knockout","Penalty",41
"Atalanta","Bayern",4,3,"Atalanta",1842.22375488,1918.99780273,3,"Knockout","",41
"Celtic","Atletico",2.2,2,"Celtic",1662.38671875,1855.34960938,3,"Knockout","Penalty",41
"Villarreal","Real Madrid",1,4,"Real Madrid",1785.54626465,1936.12731934,3,"Knockout","",41
"Werder","Dortmund",3,1,"Werder",1677.4543457,1818.35009766,3,"Knockout","",41
"Real Madrid","Werder",1,2,"Werder",1936.12731934,1677.4543457,4,"Knockout","",41
"Atalanta","Celtic",2.2,2,"Atalanta",1842.22375488,1662.38671875,4,"Knockout","Penalty",41
"Atalanta","Werder",4.2,4,"Atalanta",1842.22375488,1677.4543457,5,"Knockout","Penalty",41
"Liverpool","St Gillis",4,4.2,"St Gillis",1993.41796875,1730.55700684,1,"Knockout","Penalty",42
"Arsenal","CSKA Moskva",7,2,"Arsenal",1993.3404541,1586.48449707,1,"Knockout","",42
"Paris SG","Villarreal",1,4,"Villarreal",1974.93762207,1785.54626465,1,"Knockout","",42
"Barcelona","Olympiakos",5,2,"Barcelona",1945.43041992,1670.36560059,1,"Knockout","",42
"Real Madrid","Fenerbahce",2,0,"Real Madrid",1936.12731934,1673.91918945,1,"Knockout","",42
"Inter","Steaua",3,0,"Inter",1933.2421875,1555.09423828,1,"Knockout","",42
"Bayern","Crvena Zvezda",5,1,"Bayern",1918.99780273,1580.66638184,1,"Knockout","",42
"Aston Villa","Alkmaar",6,2,"Aston Villa",1872.83935547,1626.27563477,1,"Knockout","",42
"Atletico","Shakhtar",4,0,"Atletico",1855.34960938,1531.97888184,1,"Knockout","",42
"Leverkusen","Benfica",1,4,"Benfica",1848.78601074,1791.48046875,1,"Knockout","",42
"Atalanta","Brugge",4,3,"Atalanta",1842.22375488,1747.07775879,1,"Knockout","",42
"Napoli","Frankfurt",2,1,"Napoli",1838.37182617,1745.75793457,1,"Knockout","",42
"Dortmund","Sporting",5,2,"Dortmund",1818.35009766,1788.60021973,1,"Knockout","",42
"Brentford","Nice",7,2,"Brentford",1811.27441406,1720.62438965,1,"Knockout","",42
"Juventus","Lille",4,1,"Juventus",1805.84667969,1782.04833984,1,"Knockout","",42
"PSV","Slavia Praha",3,1,"PSV",1797.03527832,1694.71618652,1,"Knockout","",42
"Atalanta","Dortmund",1,2,"Dortmund",1842.22375488,1818.35009766,2,"Knockout","",42
"St Gillis","Real Madrid",1,6,"Real Madrid",1730.55700684,1936.12731934,2,"Knockout","",42
"Brentford","Atletico",4,4.2,"Atletico",1811.27441406,1855.34960938,2,"Knockout","Penalty",42
"Benfica","Bayern",3,6,"Bayern",1791.48046875,1918.99780273,2,"Knockout","",42
"Villarreal","Arsenal",2,7,"Arsenal",1785.54626465,1993.3404541,2,"Knockout","",42
"Napoli","Inter",3,3.2,"Inter",1838.37182617,1933.2421875,2,"Knockout","Penalty",42
"PSV","Juventus",6,2,"PSV",1797.03527832,1805.84667969,2,"Knockout","",42
"Aston Villa","Barcelona",6.2,6,"Aston Villa",1872.83935547,1945.43041992,2,"Knockout","Penalty",42
"Inter","Bayern",4,6,"Bayern",1933.2421875,1918.99780273,3,"Knockout","",42
"Aston Villa","Arsenal",6,3,"Aston Villa",1872.83935547,1993.3404541,3,"Knockout","",42
"Dortmund","Real Madrid",3,3.2,"Real Madrid",1818.35009766,1936.12731934,3,"Knockout","Penalty",42
"Atletico","PSV",4,0,"Atletico",1855.34960938,1797.03527832,3,"Knockout","",42
"Aston Villa","Bayern",3,5,"Bayern",1872.83935547,1918.99780273,4,"Knockout","",42
"Atletico","Real Madrid",1,2,"Real Madrid",1855.34960938,1936.12731934,4,"Knockout","",42
"Real Madrid","Bayern",2.2,2,"Real Madrid",1936.12731934,1918.99780273,5,"Knockout","Penalty",42
"Liverpool","Frankfurt",5,1,"Liverpool",1993.41796875,1745.75793457,1,"Knockout","",43
"Arsenal","Lyon",5,4,"Arsenal",1993.3404541,1744.62866211,1,"Knockout","",43
"Paris SG","Olimpija Ljubljana",5,1,"Paris SG",1974.93762207,1426.41101074,1,"Knockout","",43
"Man City","Wolves",1,4,"Wolves",1959.94421387,1735.76257324,1,"Knockout","",43
"Barcelona","Ajax",6,0,"Barcelona",1945.43041992,1663.94873047,1,"Knockout","",43
"Real Madrid","St Gillis",6,1,"Real Madrid",1936.12731934,1730.55700684,1,"Knockout","",43
"Inter","Betis",2,3,"Betis",1933.2421875,1742.14355469,1,"Knockout","",43
"Bayern","Crvena Zvezda",4,1,"Bayern",1918.99780273,1580.66638184,1,"Knockout","",43
"Atletico","Shakhtar",5,0,"Atletico",1855.34960938,1531.97888184,1,"Knockout","",43
"Leverkusen","Brugge",2,4,"Brugge",1848.78601074,1747.07775879,1,"Knockout","",43
"Atalanta","Celtic",3.2,3,"Atalanta",1842.22375488,1662.38671875,1,"Knockout","Penalty",43
"Napoli","Feyenoord",3,6,"Feyenoord",1838.37182617,1738.36352539,1,"Knockout","",43
